INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,ITEM_INDEX,ALL_GM_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT
202401,210102,LGE LOAF-WHTE-UNSLED-750-800G,1,105.838,99.916,0.42,0.27,0.34
202401,210106,SIX BREAD ROLLS-WHITE/BROWN,1,105.38600000000001,101.012,0.84,0.45,0.68
202401,210111,WHITE SLICED LOAF BRANDED 750G,1,104.014,100.29700000000001,1.05,0.63,0.85
202401,210113,WHOLEMEAL SLICED LOAF BRANDED,1,98.84100000000001,99.575,0.84,0.54,0.68
202401,210114,CHILLED GARLIC BREAD,1,100.478,99.54799999999999,1.47,0.84,1.19
202401,210115,WRAP / TORTILLA PACK 6-8,1,103.12299999999999,98.29,0.42,0.27,0.34
202401,210201,FLOUR-SELF-RAISING-1.5KG,1,109.51899999999999,99.61399999999999,0.42,0.12,0.34
202401,210204,DRY SPAGHETTI OR PASTA 500G,1,87.685,97.805,0.21,0.36,0.17
202401,210211,CORN SNACK SINGLE PACK MAX 50G,1,111.81299999999999,100.588,0.45,0.24,0.39
202401,210212,BASMATI RICE 500G-1KG,1,102.26700000000001,100.652,0.42,0.36,0.34
202401,210213,BREAKFAST CEREAL 1,1,107.12700000000001,97.613,1.05,0.36,0.85
202401,210214,BREAKFAST CEREAL 2,1,111.146,99.08,1.68,0.6,1.36
202401,210215,CEREAL BAR,1,115.43799999999999,97.839,0.42,0.39,0.34
202401,210216,HOT OAT CEREAL,1,104.456,100.07799999999999,0.42,0.12,0.34
202401,210217,RICE MICRO POUCH/TRAY 220-280G,1,106.649,98.79299999999999,0.21,0.06,0.17
202401,210218,"POPCORN, BAG, 10-30G",1,112.84700000000001,101.057,0.63,0.27,0.51
202401,210219,BREAKFAST CEREAL GLUTEN FREE,1,106.863,97.91799999999999,0.21,0.09,0.17
202401,210221,COUSCOUS PLAIN/FLAVOURED,1,112.464,99.4,0.21,0.03,0.17
202401,210301,CREAM CRACKERS PACK 200G-300G,1,108.352,99.469,0.84,0.63,0.68
202401,210302,PLAIN BISCUITS-200-300G,1,117.709,100.131,1.47,1.33,1.19
202401,210320,WHOLE SPONGE CAKE NOT FROZEN,1,105.79899999999999,98.74700000000001,1.26,1.12,1.02
202401,210321,PACK OF 5-6 INDIVIDUAL CAKES,1,113.838,97.726,2.31,2.03,1.87
202401,210323,BISCUITS HALF CHOC 260-400G,1,110.06200000000001,93.551,0.84,0.77,0.68
202401,210324,CRUMPETS PACK 6-9 SPEC NUMBER,1,105.65700000000001,94.93299999999999,1.26,1.12,1.02
202401,210403,HOME KILLED BEEF-LEAN MINCE KG,1,107.84,100.26299999999999,0.8,0.84,0.68
